LICENSE_NO,BUSINESS_NAME,LEGAL_STRUCTURE,LICENSE_TYPE,RECORD_STATUS,EXPIRATION_DATE,EXPIRATION_STATUS,MUNICIPALITY,MANAGER_NAME,DBA,OFF_CATEGORY,ON_CATEGORY,OFF_TYPE,ON_TYPE,LICENSEE_CLASS,TRANSFER_FROM,TRANSFER_METHOD,LIC_HISTORY_BUSINESS_NAME,LICENSE_ISSUE_DATE,SPECIAL_LEGISLATION,CHAPTER,OF_THE_ACT,ST_NO,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,FULL_PREMISE_ADDRESS,BUSINESS_ADDRESS
91000-PK-0566,VATJAL LLC,LLC,Off Premise Retail,Issued,46387.0,Active,IPSWICH,JIGNASHU PATEL,DJ'S VARIETY,Wines and Malt,,Package Store,,Annual,90042-PK-0566,,A & Y Patel Inc.,45765.0,No,,,42,Washington Street,,Ipswich,MA,01938,"42 Washington Street , Ipswich, MA 01938","42 Washington Street , Ipswich, MA 01938"
08908-RS-0566,PGSE Corporation,Corporation,On Premise Retail,Issued,46387.0,Active,IPSWICH,Pantelis Papadimitriou,Luna Mare,,All Alcoholic Beverages,,Restaurant,Annual,,,,45793.0,Yes,178,1999,25,Hammatt Street,,Ipswich,MA,01938,"25 Hammatt Street , Ipswich, MA 01938","25 Hammatt Street , Ipswich, MA 01938"
09017-RS-0566,Lovely June LLC,LLC,On Premise Retail,Issued,46387.0,Active,IPSWICH,Xian Bao Wu,May Flower Restaurant,,All Alcoholic Beverages,,Restaurant,Annual,00009-RS-0566,,Happy May Inc,45838.0,No,,,11,Depot Square,,Ipswich,MA,01938,"11 Depot Square , Ipswich, MA 01938","11 Depot Square , Ipswich, MA 01938"
91192-PK-0566,Avani Patel Corp,Corporation,Off Premise Retail,Issued,46387.0,Active,IPSWICH,Kushal J. Savalia,Ipswich Beverage,All Alcoholic Beverages,,Package Store,,Annual,90450-PK-0566,,IPSWICH BEVERAGE LLC,46058.0,No,,,146,High Street,Ste E,Ipswich,MA,01938,"146 High Street Ste E, Ipswich, MA 01938","146 High Street , Ste E, Ipswich, MA 01938"
00017-PK-0568,Kingston Liquors Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,William H White,KINGSTON LIQUORS,All Alcoholic Beverages,,Package Store,,Annual,,,,25385.0,Yes,210,1996,179,Summer Street,,Kingston,MA,02364,"179 Summer Street , Kingston, MA 02364","179 Summer Street , Kingston, MA 02364"
00012-CL-0568,Kingston Columbian Building Association,Association,On Premise Retail,Issued,46387.0,Active,KINGSTON,Stephen M Cohan,KNIGHTS OF COLUMBUS,,All Alcoholic Beverages,,Club,Annual,,,,27141.0,No,,,91,South Street,,Kingston,MA,02364,"91 South Street , Kingston, MA 02364","91 South Street , Kingston, MA 02364"
00005-RS-0568,Repete Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Mark S Beaton,THE CHARLIE HORSE RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,27346.0,No,,,99,Main Street,,Kingston,MA,02364,"99 Main Street , Kingston, MA 02364","99 Main Street , Kingston, MA 02364"
00006-RS-0568,P And Jv Of Kingston Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Salvatore Viscariello,MAMMA MIA PIZZA,,All Alcoholic Beverages,,Restaurant,Annual,,,,32350.0,No,,,134,Main Street,,Kingston,MA,02364,"134 Main Street , Kingston, MA 02364","134 Main Street , Kingston, MA 02364"
00015-RS-0568,Ktc Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Robert Janjigian,KINGSBURY CLUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,33850.0,No,,,186,Summer Street,,Kingston,MA,02364,"186 Summer Street , Kingston, MA 02364","186 Summer Street , Kingston, MA 02364"
00030-GP-0568,Petes Retreat Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Mark Beaton,,,All Alcoholic Beverages,,General On-Premises,Annual,,,,34807.0,No,,,42,Elm Street,,Kingston,MA,02364,"42 Elm Street , Kingston, MA 02364","42 Elm Street , Kingston, MA 02364"
00032-RS-0568,Mamma Carmelas Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Antonio Viscariello,,,All Alcoholic Beverages,,Restaurant,Annual,,,,35248.0,No,,,138,Main Street,,Kingston,MA,02364,"138 Main Street , Kingston, MA 02364","1 Home Park Court , Kingston, MA 02364"
00020-PK-0568,Sunshine Liquors Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Richard A Biviano,SUNSHINE LIQUORS,All Alcoholic Beverages,,Package Store,,Annual,,,,35409.0,No,,,133,Main Street,,Kingston,MA,02364,"133 Main Street , Kingston, MA 02364","133 Main Street , Kingston, MA 02364"
00021-PK-0568,Vmo Associates Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Vicki C Mcmenamy,EMPIRE WINE AND SPIRITS,All Alcoholic Beverages,,Package Store,,Annual,,,,37075.0,Yes,442,1982,182,Summer Street,,Kingston,MA,02364,"182 Summer Street , Kingston, MA 02364","182 Summer Street , Kingston, MA 02364"
00037-RS-0568,Indian Pond Country Club Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Frederick M Tonsberg,THE GRILL ROOM,,All Alcoholic Beverages,,Restaurant,Annual,,,,37342.0,No,,,60,Country Club Way,,Kingston,MA,02364,"60 Country Club Way , Kingston, MA 02364","60 Country Club Way , Kingston, MA 02364"
00038-RS-0568,Indian Pond Country Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Frederick M Tonsberg,MEMBERS PUB,,All Alcoholic Beverages,,Restaurant,Annual,,,,37342.0,No,,,60,Country Club Way,,Kingston,MA,02364,"60 Country Club Way , Kingston, MA 02364","60 Country Club Way , Kingston, MA 02364"
00039-RS-0568,Indian Pond Country Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,FREDERICK M TONSBERG,FUNCTION ROOM,,All Alcoholic Beverages,,Restaurant,Annual,,,,37348.0,No,,,60,Country Club Way,,Kingston,MA,02364,"60 Country Club Way , Kingston, MA 02364","60 Country Club Way , Kingston, MA 02364"
00041-RS-0568,John T Cataldi Restaurant Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,John T Cataldi,SOLSTICE RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,37567.0,No,,,63,Summer Street,,Kingston,MA,02364,"63 Summer Street , Kingston, MA 02364","63 Summer Street , Kingston, MA 02364"
00034-PK-0568,RA LIQUORS INC,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Vivekanand R Patel,WHITS MARKET,All Alcoholic Beverages,,Package Store,,Annual,,,,38611.0,Yes,444,1982,54A,Pembroke Street,,Kingston,MA,02364,"54A Pembroke Street , Kingston, MA 02364","54A Pembroke Street , Kingston, MA 02364"
00043-RS-0568,Ruelas Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Ezequiel Sandoval,CANCUN,,All Alcoholic Beverages,,Restaurant,Annual,,,,40338.0,No,,,145,Main Street,,Kingston,MA,02364,"145 Main Street , Kingston, MA 02364","145 Main Street , Kingston, MA 02364"
00016-RS-0568,Zwl Restaurant Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Zong Song Zou,ROYAL GARDEN RESTAURANT,,All Alcoholic Beverages,,Restaurant,Annual,,,,41414.0,No,,,3,Tremont Street,,Kingston,MA,02364,"3 Tremont Street , Kingston, MA 02364","3 Tremont Street , Kingston, MA 02364"
00044-RS-0568,Danahy Ten Pin Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Matthew J Danahy,,,Wines and Malt,,Restaurant,Annual,,,,41699.0,No,,,7,Tarkiln Road,,Kingston,MA,02364,"7 Tarkiln Road , Kingston, MA 02364","7 Tarkiln Road , Kingston, MA 02364"
00045-RS-0568,Danahy Alley Kat Lane Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,James M Danahy,,,Wines and Malt,,Restaurant,Annual,,,,41731.0,No,,,7,Tarkiln Road,,Kingston,MA,02364,"7 Tarkiln Road , Kingston, MA 02364","7 Tarkiln Road , Kingston, MA 02364"
00010-CL-0568,Hilltop Athletic Association Inc,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,KENNETH MOALLI,,,All Alcoholic Beverages,,Club,Annual,,,,42370.0,No,,,65,Pottle Street,,Kingston,MA,02364,"65 Pottle Street , Kingston, MA 02364","65 Pottle Street , Kingston, MA 02364"
03424-RS-0568,3 Dogs LLC,LLC,On Premise Retail,Issued,46387.0,Active,KINGSTON,John Thomas Cataldi,A3,,All Alcoholic Beverages,,Restaurant,Annual,,,,42909.0,No,,,65,Summer Street,,Kingston,MA,02364,"65 Summer Street , Kingston, MA 02364","65 Summer Street , Kingston, MA 02364"
89204-PK-0568,Brazilian Point Incorporated,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Celio Pereira Da Silva,,All Alcoholic Beverages,,Convenience Store,,Annual,,,,43066.0,No,,,15,Main Street,,Kingston,MA,02364,"15 Main Street , Kingston, MA 02364","15 Main Street , Kingston, MA 02364"
89402-PK-0568,"Kingston Food & Liquor, Inc.",Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Muhammad Azaz Waheed,,All Alcoholic Beverages,,Package Store,,Annual,00022-pk-0568,Purchase,Garmonalk Inc,43362.0,No,,,58,Summer Street,,Kingston,MA,02364,"58 Summer Street , Kingston, MA 02364","58 Summer Street , Kingston, MA 02364"
04792-RS-0568,Regal Cinemas Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Kimberly M. Kirkpatrick,Regals Cinemas Independence Mall 14 & RPX,,All Alcoholic Beverages,,Restaurant,Annual,,,,43552.0,No,,,101,Kingston Collection Way,,Kingston,MA,02364,"101 Kingston Collection Way , Kingston, MA 02364","101 Kingston Collection Way , Kingston, MA 02364"
04975-RS-0568,West End Bar & Grill Kingston LLC,LLC,On Premise Retail,Issued,46387.0,Active,KINGSTON,Michael J. Cardelle,West End Grill,,All Alcoholic Beverages,,Restaurant,Annual,,,,43633.0,No,,,160,Summer Street,,Kingston,MA,02364,"160 Summer Street , Kingston, MA 02364","160 Summer Street , Kingston, MA 02364"
06592-RS-0568,B3 Restaurant & Bar Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Melsi Xhengo,B3 Restaurant & Bar,,All Alcoholic Beverages,,Restaurant,Annual,,,,44603.0,No,,,101,Kingston Collection Way,C128,Kingston,MA,02364,"101 Kingston Collection Way C128, Kingston, MA 02364","101 Kingston Collection Way , Kingston, MA 02364"
90244-PK-0568,66 Main Street Liquors Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,KINGSTON,Pravinbhai S. Patel,Myette's Country Liquors,All Alcoholic Beverages,,Package Store,,Annual,00019-PK-0568,,Vs Liquors Inc,44676.0,No,,,66,Main Street,,Kingston,MA,02364,"66 Main Street , Kingston, MA 02364","66 Main Street , Kingston, MA 02364"
07836-PP-0568,42nd Parallel Brewing Co.,Corporation,On Premise Retail,Issued,46387.0,Active,KINGSTON,Paul Schiele,42nd Parallel Brewing Co.,,Malt Only,,Farmer Brewery Pouring Permit,Annual,,,,45229.0,No,,,77,Summer Street,,Kingston,MA,02364,"77 Summer Street , Kingston, MA 02364","77 Summer Street , Kingston, MA 02364"
09219-RS-0568,Pleasant Soakers LLC,LLC,On Premise Retail,Issued,46387.0,Active,KINGSTON,David J. Doremus,Orta Trattoria and Lounge,,All Alcoholic Beverages,,Restaurant,Annual,04386-RS-0568,,"Rebel Burger Bar, Inc.",45936.0,No,,,114,Main Street,,Kingston,MA,02364,"114 Main Street , Kingston, MA 02364","114 Main Street , Kingston, MA 02364"
09334-RS-0568,RIVER HOUSE HOSPITALITY LLC,LLC,On Premise Retail,Issued,46387.0,Active,KINGSTON,STEPHEN F BARRETT,DUKE'S RIVER HOUSE,,All Alcoholic Beverages,,Restaurant,Annual,07953-RS-0568,,PAISANO'S RESTAURANT INC,46002.0,No,,,6,Pembroke Street,,Kingston,MA,02364,"6 Pembroke Street , Kingston, MA 02364","6 Pembroke Street , Kingston, MA 02364"
00006-RS-0584,Poquoy Brook Golf Club LLC,LLC,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Brian Joseph Conefrey,Poquoy Brook Pub,,All Alcoholic Beverages,,Restaurant,Annual,,Purchase,,33660.0,No,,,20,Leonard Street,,Lakeville,MA,02347,"20 Leonard Street , Lakeville, MA 02347","20 Leonard Street , Lakeville, MA 02347"
00025-GP-0584,Lakeville Virtual Entertainment Group Inc,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Mark S Kitchen,THE BROKEN TEE VIRTUAL GOLF CLUB,,Wines and Malt,,General On-Premises,Annual,,,,39843.0,No,,,166,County Road,,Lakeville,MA,02347,"166 County Road , Lakeville, MA 02347","166 County Road , Lakeville, MA 02347"
00009-RS-0584,Lakeville Golf Club Inc,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Madelyn Maksy,Lakeville Golf Club,,All Alcoholic Beverages,,Restaurant,Annual,,,,40996.0,No,,,44,Clear Pond Road,,Lakeville,MA,02347,"44 Clear Pond Road , Lakeville, MA 02347","44 Clear Pond Road , Lakeville, MA 02347"
00015-PK-0584,Aarov Liquors Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,LAKEVILLE,Ramila A Patel,Star Liquor Market,All Alcoholic Beverages,,Package Store,,Annual,,,,42207.0,No,,,78,Main Street,,Lakeville,MA,02347,"78 Main Street , Lakeville, MA 02347","78 Main Street , Lakeville, MA 02347"
00003-CL-0584,Lakeville Fraternal Order of Eagles Aerie #3994,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Carl M Mason,,,All Alcoholic Beverages,,Club,Annual,,,,42381.0,No,,,217,County Street,,Lakeville,MA,02347,"217 County Street , Lakeville, MA 02347","217 County Street , Lakeville, MA 02347"
04047-RS-0584,"Ken & L, Inc.",Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Hui Ling Chen,Saga Sushi,,All Alcoholic Beverages,,Restaurant,Annual,,,,43217.0,No,,,9,Harding Street,,Lakeville,MA,02347,"9 Harding Street , Lakeville, MA 02347","9 Harding Street , Lakeville, MA 02347"
89392-PK-0584,Mahant Ne Sang Corp.,Corporation,Off Premise Retail,Issued,46387.0,Active,LAKEVILLE,Bhumik S. Patel,Lakeville Liquors and Market,All Alcoholic Beverages,,Package Store,,Annual,00011-PK-0584,Purchase,Savas Liquors Inc.,43341.0,Yes,33,1981,330,Bedford Street,,Lakeville,MA,02347,"330 Bedford Street , Lakeville, MA 02347","330 Bedford Street , Lakeville, MA 02347"
06411-GP-0584,58 EAST GROVE INC.,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,TIMOTHY MALINOSKY,BOSTON TAVERN,,All Alcoholic Beverages,,General On-Premises,Annual,,,,44509.0,No,,,28,Precinct Street,,Lakeville,MA,02347,"28 Precinct Street , Lakeville, MA 02347","28 Precinct Street , Lakeville, MA 02347"
07383-GP-0584,Red Hand Brewing Company Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Brian Donnelly,Red Hand Brewing,,All Alcoholic Beverages,,General On-Premises,Annual,,,,44987.0,No,,,348,Bedford Street,,Lakeville,MA,02347,"348 Bedford Street , Lakeville, MA 02347","348 Bedford Street , Lakeville, MA 02347"
90684-PK-0584,JOE & CHLOE GAS INC.,Corporation,Off Premise Retail,Issued,46387.0,Active,LAKEVILLE,GILBERT ISSA,JOE'S GAS,Wines and Malt,,Package Store,,Annual,00020-PK-0584,,Gulf Resources Inc,45258.0,No,,,33,Bedford Street,,Lakeville,MA,02347,"33 Bedford Street , Lakeville, MA 02347","33 Bedford Street , Lakeville, MA 02347"
90701-PK-0584,KANTARA INC,Corporation,Off Premise Retail,Issued,46387.0,Active,LAKEVILLE,KIRIT PATEL,TOWNE LIQUORS,All Alcoholic Beverages,,Package Store,,Annual,00012-PK-0584,,Tamarack Wine And Spirits Inc,45294.0,No,,,157,Bedford Street,,Lakeville,MA,02347,"157 Bedford Street , Lakeville, MA 02347","157 Bedford Street , Lakeville, MA 02347"
90730-PK-0584,ECCO Inc.,Corporation,Off Premise Retail,Issued,46387.0,Active,LAKEVILLE,William J. Seckinger,Muckey's Liquors,All Alcoholic Beverages,,Package Store,,Annual,00013-PK-0584,,Bbp Inc,45334.0,No,,,13,Harding Street,,Lakeville,MA,02347,"13 Harding Street , Lakeville, MA 02347","13 Harding Street , Lakeville, MA 02347"
08073-RS-0584,BALDIES LAKEVILLE LLC,LLC,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,Ian Neubecker,BALDIES PIZZERIA,,All Alcoholic Beverages,,Restaurant,Annual,00027-RS-0584,,Baldies Pizzeria Inc,45362.0,No,,,40,Main Street,,Lakeville,MA,02347,"40 Main Street , Lakeville, MA 02347","40 Main Street , Lakeville, MA 02346"
08679-RS-0584,GOLF BLUES LLC,LLC,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,MARK RUBICINE,LeBARON HILLS COUNTRY CLUB,,All Alcoholic Beverages,,Restaurant,Annual,00022-RS-0584,,Le Baron Operating Co LLC,45692.0,No,,,183,Rhode Island Road,,Lakeville,MA,02347,"183 Rhode Island Road , Lakeville, MA 02347","183 Rhode Island Road , Lakeville, MA 02347"
09498-RS-0584,A AND D HERITAGE RESTAURANT INC,Corporation,On Premise Retail,Issued,46387.0,Active,LAKEVILLE,DEAN HAJEDEMOS,BACK NINE PUB/HERITAGE HILL GOLF,,All Alcoholic Beverages,,Restaurant,Annual,07790-RS-0584,,"B9 Club, Inc",46100.0,No,,,17,Heritage Hill Drive,,Lakeville,MA,02347,"17 Heritage Hill Drive , Lakeville, MA 02347","17 Heritage Hill Drive , Lakeville, MA 02347"
00001-RS-0586,Michaels Bridge Diner Inc,Corporation,On Premise Retail,Issued,46387.0,Active,LANCASTER,Michael Gleason,,,All Alcoholic Beverages,,Restaurant,Annual,,,,39098.0,Yes,103,2001,56,Main Street,,Lancaster,MA,01561,"56 Main Street , Lancaster, MA 01561","56 Main Street , Lancaster, MA 01561"
00013-PK-0590,Pontoosuc Pkg Store Inc,Corporation,Off Premise Retail,Issued,46387.0,Active,LANESBOROUGH,Bruce W Conuel,,All Alcoholic Beverages,,Package Store,,Annual,,,,28943.0,No,,,731,S Main St,,Lanesborough,MA,01237,"731 S Main St , Lanesborough, MA 01237","731 S Main St , Lanesborough, MA 01237"
00003-RS-0590,Kirklyn Enterprises Inc,Corporation,On Premise Retail,Issued,46387.0,Active,LANESBOROUGH,Kirk A Grippo,Ye Old Forge,,All Alcoholic Beverages,,Restaurant,Annual,,,,36089.0,No,,,125,North Main Street,,Lanesborough,MA,01237,"125 North Main Street , Lanesborough, MA 01237","125 North Main Street , Lanesborough, MA 01237"
00023-RS-0590,Peter T Mcguire Inc,Corporation,On Premise Retail,Issued,46387.0,Active,LANESBOROUGH,Michelle McGuire,BOBS COUNTRY KITCHEN,,Wines and Malt,,Restaurant,Annual,,,,37411.0,No,,,38,South Main Street,,Lanesborough,MA,01237,"38 South Main Street , Lanesborough, MA 01237","38 South Main Street , Lanesborough, MA 01237"
00016-RS-0590,Dean Vlahopoulos,Corporation,On Premise Retail,Issued,46387.0,Active,LANESBOROUGH,Dean Vlahopoulos,LANESBORO RESTAURANT AND PIZZERIA,,Wines and Malt,,Restaurant,Annual,,,,38812.0,No,,,739,South Main Street,,Lanesborough,MA,01237,"739 South Main Street , Lanesborough, MA 01237","739 South Main Street , Lanesborough, MA 01237"
00024-RS-0590,Boston Culinary Group Inc.,Corporation,On Premise Retail,Issued,46387.0,Active,LANESBOROUGH,DANIEL BROF,HENDRICK'S SUMMIT LODGE,,All Alcoholic Beverages,,Restaurant,Annual,,,,42198.0,No,,,999,Off Potter Mountain Road,,Lanesborough,MA,01237,"999 Off Potter Mountain Road , Lanesborough, MA 01237","999 Off Potter Mountain Road , Lanesborough, MA 01237"
89454-PK-0590,"Shaurya, Inc.",Corporation,Off Premise Retail,Issued,46387.0,Active,LANESBOROUGH,Kirankumar N. Patel,Lanesboro Wine & Spirts,All Alcoholic Beverages,,Package Store,,Annual,00015-PK-0590,Purchase,Lanesboro Liquor Center LLC,43438.0,No,,,162,South Main Street,,Lanesboro,MA,01237,"162 South Main Street , Lanesboro, MA 01237","162 South Main Street , Lanesboro, MA 01237"
